METTLER TOLEDO M300/M300ISM
M300 Data Collection
Date, Time, a Value, a Units,b Value, bUnits, c Value, c Units,d Value, d Units 

2022-05-15,?? 15:50:39,  6.910,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:38:12,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:38:22,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:38:32,  7.110,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:38:42,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:38:52,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:39:03,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:39:13,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:39:23,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:39:33,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:39:43,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:39:53,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:40:03,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:40:14,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:40:24,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:40:34,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:40:44,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:40:54,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:41:04,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:41:15,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:41:25,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:41:35,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:41:45,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:41:55,  7.050,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:42:05,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:42:15,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:42:26,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:42:36,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:42:46,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:42:56,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:43:07,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:43:17,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:43:27,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:43:37,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:43:47,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:43:57,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:44:08,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:44:18,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:44:28,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:44:38,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:44:48,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:44:58,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:45:08,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:45:19,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:45:29,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:45:39,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:45:49,  7.050,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:45:59,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:46:09,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:46:19,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:46:30,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:46:40,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:46:50,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:47:00,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:47:10,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:47:20,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:47:30,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:47:41,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:47:51,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:48:01,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:48:11,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:48:21,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:48:31,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:48:42,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:48:52,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:49:02,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:49:12,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:49:22,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:49:32,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:49:42,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:49:53,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:50:03,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:50:13,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:50:23,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:50:33,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:50:43,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:50:53,  6.910,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:51:04,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:51:14,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:51:24,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:51:34,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:51:44,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:51:54,  7.050,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:52:04,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:52:15,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:52:25,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:52:35,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:52:45,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:52:55,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:53:05,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:53:15,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:53:25,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:53:35,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:53:45,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:53:55,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:54:05,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:54:16,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:54:26,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:54:36,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:54:46,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:54:56,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:55:06,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:55:16,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:55:26,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:55:36,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:55:46,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:55:56,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:56:06,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:56:17,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:56:27,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:56:37,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:56:47,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:56:57,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:57:07,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:57:17,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:57:27,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:57:37,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:57:47,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:57:57,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:58:07,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:58:18,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:58:28,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:58:38,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:58:48,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:58:58,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:59:08,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:59:18,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:59:28,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:59:38,  7.050,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:59:48,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 16:59:58,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:00:08,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:00:19,  7.050,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:00:29,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:00:39,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:00:49,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:00:59,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:01:09,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:01:19,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:01:29,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:01:39,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:01:49,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:01:59,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:02:10,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:02:20,  7.090,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:02:30,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:02:40,  6.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:02:50,  6.970,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:03:00,  7.070,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:03:10,  6.990,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:55:24,  6.950,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:55:34,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:55:44,  7.010,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:55:54,  7.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:56:05,  7.130,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:56:15,  7.230,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:56:25,  7.330,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:56:35,  7.430,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:56:45,  7.530,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:56:55,  7.630,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:57:05,  7.730,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:57:15,  7.830,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:57:25,  7.930,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:57:35,  8.030,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:57:45,  8.130,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:57:55,  8.230,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:58:06,  8.330,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:58:16,  8.310,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:58:26,  8.330,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:58:36,  8.250,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:58:46,  8.210,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:58:56,  8.210,   pH,  21.32, DegC, ******,   pH, ******, DegC,
2022-05-15,?? 17:59:06,  8.250,   pH,  21.32, DegC, ******,   pH, ******, DegC,
